1	1	1.398378	-5.743303
1	2	0.517796	-7.003832
1	3	2.259814	-4.546597
1	4	2.740179	-2.423851
1	5	-1.585502	0.927584
1	6	-1.721150	1.318164
1	7	-2.444824	2.278786
1	8	-1.447687	-0.755848
1	9	1.164455	-8.604599
1	10	-0.105799	-9.902063
11	1	1.267545	-6.415418
11	2	0.556995	-7.655782
11	3	1.899369	-4.071787
11	4	2.761404	-1.697601
11	5	-1.585502	0.927584
11	6	-1.721150	1.318164
11	7	-2.432421	2.483519
11	8	-1.447687	-0.755848
11	9	1.185844	-9.231714
11	10	-0.104634	-9.881633
21	3	1.489720	-3.428552
21	4	2.726452	-1.003886
21	5	-1.585502	0.927584
21	6	-1.721150	1.318164
21	7	-2.424981	2.606312
21	8	-1.447687	-0.755848
31	3	1.105262	-2.944155
31	4	2.725421	-0.354501
31	5	-1.585502	0.927584
31	6	-1.721150	1.318164
31	7	-2.370195	2.845035
31	8	-1.447687	-0.755848
41	3	0.815252	-2.407553
41	4	2.712743	0.414074
41	5	-1.585502	0.927584
41	6	-1.721150	1.318164
41	7	-2.416582	3.410577
41	8	-1.447687	-0.755848
51	3	0.404631	-1.953971
51	4	2.617363	0.998906
51	5	-1.585502	0.927584
51	6	-1.721150	1.318164
51	7	-2.413005	3.802174
51	8	-1.447687	-0.755848
61	3	0.145386	-1.476325
61	4	2.585614	1.750828
61	5	-1.585502	0.927584
61	6	-1.721150	1.318164
61	8	-1.447687	-0.755848
71	3	-0.129565	-0.913360
71	4	2.524102	2.291687
71	5	-1.585502	0.927584
71	6	-1.721150	1.318164
71	8	-1.447687	-0.755848
81	3	-0.366306	-0.332841
81	5	-1.585502	0.927584
81	6	-1.721150	1.318164
81	8	-1.447687	-0.755848
91	3	-0.565479	0.244458
91	5	-1.585502	0.927584
91	6	-1.721150	1.318164
91	8	-1.447687	-0.755848
101	3	-0.787035	0.786265
101	5	-1.585502	0.927584
101	6	-1.721150	1.318164
101	8	-1.447687	-0.755848
111	3	-0.954758	1.260439
111	5	-1.585502	0.927584
111	6	-1.701444	1.315107
111	8	-1.447687	-0.755848
