-364	435	-3.744000	3.529500
-359	435	-7.000500	3.568500
-207	435	-7.000500	2.340000
-191	435	-3.919500	2.379000
-47	435	-3.744000	5.908500
0	1	1.365000	-0.682500
0	2	3.490500	0.429000
0	3	-1.384500	-2.671500
0	4	-4.914000	-0.546000
0	5	5.655000	-0.273000
0	6	6.064500	-1.072500
0	7	5.635500	-3.666000
0	8	6.025500	-3.003000
0	9	6.279000	0.799500
0	10	-6.025500	1.150500
0	11	-6.201000	0.838500
0	12	-6.571500	0.819000
0	13	-6.825000	0.409500
0	14	3.588000	2.145000
0	15	3.022500	1.930500
0	16	2.457000	2.164500
0	21	2.047500	-4.368000
0	22	1.618500	-5.226000
0	25	3.139500	4.894500
0	213	-2.944500	3.588000
0	214	-3.354000	3.568500
0	215	-2.691000	2.710500
0	216	-3.081000	2.554500
0	217	0.097500	-1.774500
0	218	-3.588000	-2.593500
0	219	-0.253500	-2.964000
0	220	0.585000	-2.223000
0	273	6.883500	0.546000
0	409	3.451500	-1.911000
0	436	0.390000	0.039000
1	436	0.195000	0.039000
2	436	0.195000	0.039000
3	436	0.195000	0.039000
4	436	0.195000	0.039000
5	436	0.195000	0.039000
6	436	0.195000	0.039000
7	436	0.195000	0.039000
8	436	0.105011	0.039000
9	436	0.195000	0.039000
10	436	0.195000	0.039000
11	23	-6.220500	-2.379000
18	25	3.178500	4.582500
23	213	-3.237000	4.153500
24	17	6.708000	-4.758000
26	5	3.919500	-0.058500
28	6	5.440500	-0.877500
29	15	3.510000	1.911000
29	409	3.256500	-2.242500
30	7	4.602000	-3.276000
30	16	3.022500	2.067000
31	3	-0.585000	-1.638000
31	8	5.031000	-2.749500
31	11	-5.733000	0.819000
31	18	6.630000	-2.691000
32	4	-4.368000	-0.253500
32	214	-3.763500	4.173000
32	218	-3.880500	-2.476500
33	215	-2.905500	3.471000
33	216	-3.256500	3.373500
35	10	-5.148000	1.189500
37	1	2.652000	-0.448500
38	2	4.797000	0.390000
38	22	1.794000	-4.855500
40	9	6.025500	1.540500
42	12	-5.850000	0.975000
42	24	-6.591000	-3.159000
45	23	-5.518500	-2.145000
46	25	3.003000	3.705000
46	74	5.031000	4.797000
46	75	-6.766500	1.306500
47	13	-6.025500	0.604500
48	17	5.167500	-4.036500
51	213	-3.685500	4.621500
52	19	6.708000	-1.833000
53	5	2.223000	0.565500
54	409	2.847000	-2.437500
55	76	-6.864000	0.721500
57	18	5.889000	-2.262000
57	273	6.591000	1.287000
58	6	4.855500	-0.780000
58	7	3.724500	-2.671500
61	8	4.056000	-2.476500
62	24	-5.538000	-2.905500
63	3	0.253500	-0.741000
63	214	-4.309500	4.641000
